SKU,Imagen,Nombre,Precio,Descripci�n,Peso
INT102D1P,/i/n/int102d1p.jpg,Breakout - Cables LCD tipo FPC de 05mm, $160.00 ,"Tablero de conexiones para cables FPC, hasta 60 pines.",8
INT108B1P,/i/n/int108b1p.jpg,Kit - Shield Protoshield Arduino Mega, $165.00 ,"Esta es la primera Protoshield para Seeeduino MEGA que presenta todos los pines del Seeeduino, incluso Arduino. Con esta Protoshield, los usuarios encontrarán una gran área para prototipos, incluso se puede utilizar Xbee con esta placa para que sea un Xbee Shield.",56
INT109B2P,/i/n/int109b2p.jpg,Shield de Musica, $435.00 ,"La placa de música es un codec de audio profesional, puede trabajar con Arduino, Seeeduino, Seeeduino Mega y Arduino Mega. Se basa en el IC VS1053b, y puede reproducir una variedad de formatos de música almacenados en tarjetas MicroSD con la libreria Arduino proporcionado.
Nota: La grabación sólo se admite en Seeeduino Mega y Arduino Mega  por ahora.",23
KIT03281M,/k/i/kit03281m.jpg,Blinky Cuadricula Roja LED, $580.00 ,"Blinky Grid es una matriz de LED reprogramable. Tiene 56 LEDs y puede mostrar texto y animaciones en una gran variedad de formas.
Blinky Grid y Blinky POV  no requieren cables especiales o conocimientos de programación.",43
KIT03282M,/k/i/kit03282m.jpg,Blinky cuadrícula azul LED, $670.00 ,"Blinky Grid es una matriz de LED reprogramable. Tiene 56 LEDs y puede mostrar texto y animaciones en una gran variedad de formas.
Blinky Grid y Blinky POV  no requieren cables especiales o conocimientos de programación.",61
KIT03283M,/k/i/kit03283m.jpg,Blinky POV - Kit Persistencia Visual  Rojo, $340.00 ,"Blinky POV es un kit de LED reprogramable que utiliza la persistencia de la visión para crear la ilusión de texto o una imagen pequeña flotando en el aire.
Blinky Grid y Blinky POV no requieren de cables especiales o conocimientos de programación.",31
KIT03284M,/k/i/kit03284m.jpg,Blinky POV - Kit Persistencia Visual Azul, $365.00 ,"Blinky POV es un kit de LED reprogramable que utiliza la persistencia de la visión para crear la ilusión de texto o una imagen pequeña flotando en el aire.
Blinky Grid y Blinky POV no requieren de cables especiales o conocimientos de programación.",39
KIT04121P,/k/i/kit04121p.jpg,ARDX - kit de inicio para Arduino," $1,310.00 ","Si alguna vez ha querido sumergirse en el mundo de la electrónica y no se atrevió a intentar, entonces este es el kit perfecto para usted. Un divertido kit para principiantes, incluye una guía completamente ilustrada que le permitirá familiarizarse con una amplia gama de componentes electrónicos mientras crea circuitos pequeños, simples y fáciles de montar.",316
KIT09104P,/k/i/kit09104p.jpg,Controlador Matriz LED - Nachbau, $770.00 ,"Este Nachbau es un controlador para pantallas matriciales de LED capaz de controlar una matriz de hasta 16x16 (es decir, 256 LEDs). Cuenta con un módulo de reloj de tiempo real con batería de respaldo integrado en la placa para una conveniente actualización del tiempo. Tenga en cuenta que este módulo TTC se basa en la señal horaria DCF77 del Laboratorio Nacional Alemán de Física de Braunschweig.",84
KIT11111M,/k/i/kit11111m.jpg,B-Squares - Kit Super Completo," $7,770.00 ","B-Squares es un sistema electrónico modular 3D con énfasis en energía solar y almacenamiento expandible de energía, el cual permite crear invenciones de Arduino y tecnologías limpias más rápido que nunca.
Los Squares tienen contactos magnéticos en cada esquina, que les permiten unirse entre sí fácilmente sin necesidad de cables, además de que transmiten señales eléctricas entre los Squares.",907
KIT12845P,/k/i/kit12845p.jpg,Kit Cubo Arco iris (Armado)," $1,720.00 ","El ""Cubo Arco iris"" es un Cubo 3D de LEDs RGB muy útil para crear un diseño colorido. El Cubo 3D está diseñado artísticamente con sesenta y cuatro LEDs RGB de 8 mm dispuestos en un arreglo de 4 x 4 x 4. El Cubo de arco iris se puede utilizar para crear muchos efectos visuales bonitos con un Rainbowduino. El Cubo Rainbow viene con una  LDO incorporada de 3,3V/1Amp útil para alimentarlo independientemente.",450
KIT22434P,/k/i/kit22434p.jpg,Sidekick - Kit básico de Arduino , $330.00 ,"El kit básico de Arduino Sidekick está diseñado para ser utilizado con la placa Arduino. Contiene todo lo necesario para que un usuario primerizo logre conectar su ordenador a un Arduino, e incluye muchos de los accesorios más populares para los proyectos caseros. Placa de desarrollo, cables de puente, LED de colores, resistencias, zumbador, etc, todo esto viene en su propia caja de mano para facilitar el transporte y el  mínimo desorden.",191
KIT23234P,/k/i/kit23234p.jpg,Grove - Kit Toy," $1,400.00 ","Grove Toy Kit proporciona una manera fácil para que usted pueda hackear y actualizar juguetes para encajar con su propia personalidad. Impulsa juguetes regulares a juguetes con muchas funciones interesantes como la detección de movimiento humano, capacidad de escuchar, detección de movimiento, pantalla OLED, y mucho más. Gracias a los participantes del concurso de hacking Toy, hay seis proyectos impresionantes que se enumeran a continuación y muestra lo que se puede hacer con el Kit de Grove Toy.",350
KIT80248P,/k/i/kit80248p.jpg,Seeeduino Espía - Kit solar a prueba de agua, $970.00 ,"Seeeduino Espía - Kit solar a prueba de agua se basa en la , es un nodo de red de sensores inalámbrico compatible con Arduino con muchas características, su estructura modular y periféricos incluidos hacen que sea con",220
KIT90820M,/k/i/kit90820m.jpg,B-Squares - Kit de Principiantes," $1,520.00 ","B-Squares es un sistema electrónico modular 3D con énfasis en energía solar y almacenamiento expandible de energía, el cual permite crear invenciones de Arduino y tecnologías limpias más rápido que nunca.
Los Squares tienen contactos magnéticos en cada esquina, que les permiten unirse entre sí fácilmente sin necesidad de cables, además de que transmiten señales eléctricas entre los Squares.",204
KIT90838M,/k/i/kit90838m.jpg,B-Squares Kit de Desarrolladores," $2,670.00 ","B-Squares es un sistema electrónico modular 3D con énfasis en energía solar y almacenamiento expandible de energía, el cual permite crear invenciones de Arduino y tecnologías limpias más rápido que nunca.
Los Squares tienen contactos magnéticos en cada esquina, que les permiten unirse entre sí fácilmente sin necesidad de cables, además de que transmiten señales eléctricas entre los Squares.",307
LCD109E1P,/l/c/lcd109e1p.jpg,Pantalla LCD de repuesto para DSO Nano V1/V2, $330.00 ,"LCD de repuesto para DSO Nano V1/V2, compre si se rompió la original en su DSO. Tenga en cuenta que usted necesita habilidad de soldadura básica para instalar este LCD a su DSO Nano V1/V2.",50
LCD23154P,/l/c/lcd23154p.jpg,Grove - Serial LCD, $235.00 ,"El TWIG LCD Serial es un driver para pantallas LCD 16x2 (Hitachi HD44780 o LCD compatibles) basado en UART. Puede controlar una LCD de 16x2 sólo con dos pines I/O (UART Tx y Rx). Los pines VCC y GND son solamente pines adicionales necesarios para la operación. Los controladores convencionales LCD utilizan 7-11 pines de E/S del puerto, mientras que este controlador Serial LCD ahorra todos estos pines E/S adicionales.",25
LCD72758P,/l/c/lcd72758p.jpg,Controlador USB para LCD Nokia a color, $225.00 ,"Debido a problemas de suministro no se puede proporcionar la pantalla LCD para este proyecto. Los USB backpacks PCBs se venden ""tal cual"" para mantenerlos fuera del relleno sanitario. Usted puede ser capaz de encontrar un LCD adecuado en  . 
Simplemente es un controlador USB de bajo costo para las pantallas que se encuentran en los teléfonos Nokia.",10
LCD72858P,/l/c/lcd72858p.jpg,LCD USB - HD44780 - Placa Backpack, $400.00 ,Backpack para caracteres HD44780 en pantallas LCD.,10
LED05291P,/l/e/led05291p.jpg,Grove - Pantalla de 4-Dígitos , $117.00 ,"Un módulo de pantalla digital de 4 dígitos es generalmente un módulo de 12 pines. En este módulo Grove, utilizamos un TM1637 para bajar los 12 pines a 2 pines de control en Grove. Sólo se emplean 2 pines digitales del Arduino o Seeeduino para controlar el contenido, incluso la iluminación de esta pantalla. Para los proyectos que requieran de una pantalla alfanumérica, esta puede ser una buena opción.",8
LED42149P,/l/e/led42149p.jpg,Grove - BlinkM, $70.00 ,"BlinkM está hecho para el ThingM I2C LED inteligente. Los agujeros a presion en la placa BlinkM hacen que el BlinkM o MinM encaje a presión en el ""TWIG"", y sea compatible con nuestro sistema de Grove. Es como un adaptador para convertir BlinkM/MinM a nuestra interfaz Grove para que se pueda utilizar en nuestra Placa Base - Vapor.",3
MED03212P,/m/e/med03212p.jpg,Grove - Sensor clip-oído de ritmo cardiaco, $210.00 ,"El kit clip de frecuencia cardíaca contiene un clip de oreja, y un módulo receptor. La frecuencia cardiaca medida por el kit puede ser utilizada para conocer la frecuencia cardíaca del paciente y atleta. El resultado se puede mostrar en una pantalla a través del puerto serie y se puede guardar para su análisis. Todo el sistema tiene una alta sensibilidad, bajo consumo de potencia y es muy portable.",27
CAB106C4O,/c/a/cab106c4o.jpg,Cable puente de 6 pines hembra doble - 100mm (5 PCs/Paquete), $53.00 ,Nota: El color puede variar debido a los diferentes lotes.,30
CAB107C4O,/c/a/cab107c4o.jpg,6 pin hembra de doble puente de cable - 300 mm (5 uds), $58.00 ,Nota: El color puede variar debido a los diferentes lotes.,16
CAB110C4M,/c/a/cab110c4m.jpg,Cables Jumper para Protoboard - (200mm/165mm/125mm/80mm), $82.00 ,"Paquete con 70pcs de cables jumper para Protoboard. Incluye 4 longitudes diferentes:. 200mm, 165mm, 125mm y 80mm.",36
COM109B4O,/c/o/com109b4o.jpg,Libro de la muestra de resistencias 0805 SMD - 8496 unidades en 177 valores, $940.00 ,"Como aficionado, vamos a necesitar varios tipos de resistencias para nuestro proyecto. Pero es realmente difícil para nosotros conseguir productos baratos y agradables. Tenemos que pagar mucho más de lo que debería ser, y la calidad es desconocida.
Con este increíble libro muestra de resistencias SMT, sus preocupaciones se ha convertido en cosa del pasado. El libro incluye 177 diferentes modelos de resistencias, 8496 PCs en total.",552
COM110B4O,/c/o/com110b4o.jpg,0805 SMT Capacitores - 4416 unidades en 92 valores ," $1,170.00 ","Como aficionados, vamos a necesitar varios tipos de condensador para nuestro proyecto. Pero es realmente difícil para nosotros para conseguir productos baratos y agradable. Tenemos que pagar mucho más de lo que debería ser, y la calidad es desconocida.
Con este libro muestra increíble SMT-condensador, sus preocupaciones se ha convertido en pasar tensa. El libro incluye 96 modelos diferentes de condensador, 4416 PCs en total.",409
COM62229M,/c/o/com62229m.jpg,Membrana de Botones 3x4 con etiqueta engomada, $58.00 ,"Teclado de escaneo de 7 Pines, super delgado y listo para poner a funcionar. El teclado es de 60,0 mm x 76,5 mm, el cable plano es de 90.0mm de largo, con conector de 7 pines de15mm.",8
ELB135A3B,/e/l/elb135a3b.jpg,Conector de broche de 3 pines para bloques electrónicos - 10 piezas, $71.00 ,Conector de broche utilizado en  la placa de sensores Arduino y en chasis. Se usa para crear sus propias tarjetas de extensión electrónicas de bloque compatibles.,50
INT105A4M,/i/n/int105a4m.jpg,Tarjeta adaptadora para Nunchuck de Wii, $71.00 ,"Pequeño circuito impreso que se adapta al conector del Nunchuck de Wii con la conexión estándar de 4 pines. Se conecta directamente a la placa Arduino, no se necesita cableado adicional. Si usted desea conectar un Nunchuck Wii a un Arduino, pero no quiere cortar el cable de su Nunchuck, tienes que tener este versátil adaptador.
Tutorial y Software
http://todbot.",2
IRL103A2B,/i/r/irl103a2b.jpg,Módulo emisor de láser 5mW - Línea Roja, $87.00 ,"Potencia de salida:  Min 2,5 mW, 3.0mW típicos, Max 5.0mW
Trabajo actual: Min10mA, típicos 20mA, Max 25mA
Voltaje de funcionamiento: Min 2.3V DC, típicos 4.5V DC , Max 8.0V DC
Longitud de onda: 650nm
Temperatura de trabajo: -15°C Min, Típico 25°C, máxima 35°C
Temperatura de almacenamiento: -20°C Min, Max +25°C
Ancho del punto enfocado: &lt;2 mm a 3 metros de distancia.",14
IRL104A2B,/i/r/irl104a2b.jpg,Módulo emisor de láser 5mW - Punto Rojo, $81.00 ,"Potencia de salida:  Min 2,5 mW, 3.0mW típicos, Max 5.0mW
Trabajo actual: Min10mA, típicos 20mA, Max 25mA
Voltaje de funcionamiento: Min 2.3V DC, típicos 4.5V DC , Max 8.0V DC
Longitud de onda: 650nm
Temperatura de trabajo: -15°C Min, Típico 25°C, máxima 35°C
Temperatura de almacenamiento: -20°C Min, Max +25°C
Ancho del punto enfocado: &lt;2 mm a 3 metros de distancia.",14
LCD108B6B,/l/c/lcd108b6b.jpg,LCD 20*4 caracteres - Luz de fondo blanca, $290.00 ,"Compatibilidad de pines y función con las HD44780, KS0066 y SED1278.",60
LCD103B6B,/l/c/lcd103b6b.jpg,LCD de 16*2 caracteres - Luz verde fondo amarillo, $130.00 ,"LCD de 16*2 Caracteres 
Modo de la pantalla LCD: STN, positivo, transflectiva
Color de pantalla: Azul profundo/Verde amarillo
Ángulo de visión: 6H
Método de manejo: 1/16 servicio, 1/5 sesgo
Luz de fondo: Luz de fondo verde-amarillo de LED 
Dimensión de la placa: 80*36*15.8 MAX
Arme todo exactamente igual a la foto de la página de Arduino:
http://arduino.",61
LED105A2B,/l/e/led105a2b.jpg,LED RGD de 5 mm- Ánodo común -Salida triple (20 piezas), $88.00 ,Este pack contiene 20 unidades de LED's RGB de 5 mm - Ánodo común.,9
LED114A1B,/l/e/led114a1b.jpg,LED de 3mm azul - 100 PCs, $121.00 ,"LED de 3mm discreto de color azul, 100 piezas/paquete, funciona bien en la 

Intensidad luminosa: 30 ~ 50mcd (IF = 20mA)  ",10
LED116A1B,/l/e/led116a1b.jpg,LED rojo 3mm  - 100 PCs, $90.00 ,"LED de color rojo 3mm, 100 unidades/paquete, funciona bien en  .",10
LED203A5B,/l/e/led203a5b.jpg,Matriz Bi-color de LED’s Rojo/Verde (8x8)- 60mm, $83.00 ,"Matriz bi-color Dot Matrix, obtén los colores amarillo, verde y rojo, en una misma matriz apta para protoboard.
Dimensiones: 60mm * 60mm * 9.",34
LED204A5B,/l/e/led204a5b.jpg,Matriz cuadrada de LED RGB super brillante (8x8)-60mm, $305.00 ,Es realmente súper brillante y precisa en colores. El modelo exhibido en el video es operado por Seeeduino de 3.3v. Usted tendrá que construir un circuito para operarlo de manera adecuada.,29
LED705A1B,/l/e/led705a1b.jpg,LED RGB 8 mm - ánodo común (10 PCs), $128.00 ,"La siguiente figura muestra LED's RGB (Rojo Green Blue) de 8 mm con cuatro pines de conexión. Salida triple para cada color con ánodo común. Este LED se puede utilizar para tres indicadores de estado o generar una mezcla de colores utilizando un modulador de ancho de pulso. 
Este es un paquete que incluye 10 LED's RGB de 8 mm.",9
MED60314M,/m/e/med60314m.jpg,Sensor clip de dedo medidor de oxígeno en la sangre," $1,010.00 ",Sonda  medidora de oxígeno en la sangre con clip dedo para adulto compatible  con 8P Philips.,90
MED60320M,/m/e/med60320m.jpg,Cable ECG - 5 terminales," $1,170.00 ","5 lineas de ECG por cable, compatible con Marquette.",80
MED60337M,/m/e/med60337m.jpg,Clip sensor de oxígeno en la sangre," $1,010.00 ",Sonda  medidora de oxígeno en la sangre con clip de oído compatible con 8P Philips.,70
